algorithm,base_text,growing_text,base_text_size,growing_text_size,time,space
memo,gift_of_the_magi,raven,1000,1000,637316469,215412736
dp,gift_of_the_magi,raven,1000,1000,21719585,6340608
dpopt,gift_of_the_magi,raven,1000,1000,15034105,3280896
memo,gift_of_the_magi,raven,1000,1000,643980806,215412736
dp,gift_of_the_magi,raven,1000,1000,21853318,6340608
dpopt,gift_of_the_magi,raven,1000,1000,14856193,3280896
memo,gift_of_the_magi,raven,1000,1000,650592068,215412736
dp,gift_of_the_magi,raven,1000,1000,21997226,6340608
dpopt,gift_of_the_magi,raven,1000,1000,15545171,3280896
memo,gift_of_the_magi,raven,1000,1000,635413303,215449600
dp,gift_of_the_magi,raven,1000,1000,22046395,6340608
dpopt,gift_of_the_magi,raven,1000,1000,14976045,3280896
memo,gift_of_the_magi,raven,1000,1000,630891727,215416832
dp,gift_of_the_magi,raven,1000,1000,21712333,6340608
dpopt,gift_of_the_magi,raven,1000,1000,15056400,3280896
memo,gift_of_the_magi,raven,1000,1000,630972021,215416832
dp,gift_of_the_magi,raven,1000,1000,22276212,6340608
dpopt,gift_of_the_magi,raven,1000,1000,14966007,3280896
memo,gift_of_the_magi,raven,1000,1000,634542637,215453696
dp,gift_of_the_magi,raven,1000,1000,22032914,6340608
dpopt,gift_of_the_magi,raven,1000,1000,15399685,3280896
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,647320657,225488896
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,21881416,6475776
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15266486,3284992
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,647985957,225488896
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,22062044,6475776
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15033848,3284992
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,645948105,225484800
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,21789813,6475776
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15027801,3284992
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,644524710,225488896
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,21926355,6475776
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15251644,3284992
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,646358166,225488896
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,21995460,6475776
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15291821,3284992
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,645633569,225484800
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,22167833,6475776
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15229861,3284992
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,642701627,225488896
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,21991929,6475776
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15210631,3284992
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,644532328,225488896
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,21830324,6475776
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15084484,3284992
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,646748399,225488896
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,22395756,6475776
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15178656,3284992
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,646961103,225484800
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,22417228,6475776
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15284881,3284992
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,644583147,225488896
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,22173805,6479872
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15150266,3289088
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,649149461,225492992
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,22010154,6479872
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15209696,3289088
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,646877675,225492992
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,22869097,6479872
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15965025,3289088
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,649036391,225492992
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,21981257,6479872
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15174801,3289088
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,644216555,225497088
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,22137941,6479872
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15436640,3289088
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,646817784,225488896
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,21970055,6479872
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15465426,3289088
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,645387357,225501184
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,22212603,6479872
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15848773,3289088
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,646765827,225492992
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,22067182,6479872
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15258494,3289088
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,650521053,225497088
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,21809324,6479872
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15358511,3289088
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,645297805,225492992
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,21947719,6479872
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15246031,3289088
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,649249499,225492992
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,21988737,6479872
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15408940,3289088
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,647056904,225501184
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,22311885,6483968
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,16168318,3293184
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,649685399,225501184
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,22032231,6483968
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15423242,3293184
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,643863531,225501184
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,22007092,6483968
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15224408,3293184
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,657991338,225497088
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,21728892,6483968
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15308857,3293184
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,649293028,225505280
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,22051171,6483968
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15151834,3293184
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,645636283,225501184
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,21992932,6483968
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15179648,3293184
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,658873292,225505280
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,22651578,6483968
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,16061027,3293184
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,646982688,225501184
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,22132016,6483968
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15192609,3293184
memo,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,649194333,225497088
dp,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,22075432,6483968
dpopt,invention_of_a_new_religion,a_story_of_a_little_pet_bear,1000,1000,15166585,3293184
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,667015214,234942464
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,21928153,6352896
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15435458,3293184
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,662053693,235003904
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,22137532,6352896
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15138857,3293184
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,653834697,235012096
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,22346064,6356992
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15435723,3297280
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,662089554,235016192
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,21795434,6356992
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15997305,3297280
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,665179701,235012096
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,22031338,6356992
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15199921,3297280
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,657198390,235012096
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,21901756,6356992
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15229603,3297280
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,658009643,235020288
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,21720985,6356992
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15352611,3297280
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,663279873,235024384
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,21996513,6356992
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15176839,3297280
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,656815606,235024384
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,21981711,6356992
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15254631,3297280
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,659679843,235008000
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,22079608,6356992
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15143261,3297280
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,656354917,235016192
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,21748097,6356992
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15242233,3297280
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,658052376,235020288
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,21843871,6356992
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15382500,3297280
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,653598244,235028480
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,22246197,6361088
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15238209,3301376
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,654307677,235028480
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,22071514,6361088
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15239971,3301376
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,659518947,235020288
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,22534814,6361088
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,16067511,3301376
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,657227242,235024384
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,21981827,6361088
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15484811,3301376
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,655709594,235016192
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,21760172,6361088
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15281852,3301376
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,656461876,235016192
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,21996286,6361088
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,16000414,3301376
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,657479803,235024384
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,21853514,6361088
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15187899,3301376
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,656665052,235012096
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,22579442,6361088
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15362764,3301376
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,658044318,235024384
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,21671896,6361088
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15053510,3301376
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,657688063,235020288
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,21954100,6361088
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15770119,3301376
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,658708079,235024384
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,21962128,6361088
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15887257,3301376
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,661600788,235032576
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,21525920,6365184
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15251776,3305472
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,658118963,235032576
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,21873698,6365184
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15464617,3305472
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,658921717,235024384
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,22106346,6365184
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15750352,3305472
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,657746955,235032576
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,22183312,6365184
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,16053329,3305472
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,657596855,235024384
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,22054898,6365184
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15174050,3305472
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,655710316,235028480
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,21887090,6365184
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,15879188,3305472
memo,invention_of_a_new_religion,gift_of_the_magi,1000,1000,658282115,235028480
dp,invention_of_a_new_religion,gift_of_the_magi,1000,1000,23430474,6365184
dpopt,invention_of_a_new_religion,gift_of_the_magi,1000,1000,16078669,3305472
memo,invention_of_a_new_religion,raven,1000,1000,664794582,220880896
dp,invention_of_a_new_religion,raven,1000,1000,21789666,6365184
dpopt,invention_of_a_new_religion,raven,1000,1000,15387861,3305472
memo,invention_of_a_new_religion,raven,1000,1000,651463729,220839936
dp,invention_of_a_new_religion,raven,1000,1000,21853772,6365184
dpopt,invention_of_a_new_religion,raven,1000,1000,15426897,3305472
memo,invention_of_a_new_religion,raven,1000,1000,645580040,220860416
dp,invention_of_a_new_religion,raven,1000,1000,22192166,6365184
dpopt,invention_of_a_new_religion,raven,1000,1000,15516663,3305472
memo,invention_of_a_new_religion,raven,1000,1000,651794474,220860416
dp,invention_of_a_new_religion,raven,1000,1000,21742833,6365184
dpopt,invention_of_a_new_religion,raven,1000,1000,15263713,3305472
memo,invention_of_a_new_religion,raven,1000,1000,646080080,220864512
dp,invention_of_a_new_religion,raven,1000,1000,21656215,6369280
dpopt,invention_of_a_new_religion,raven,1000,1000,15440303,3309568
memo,invention_of_a_new_religion,raven,1000,1000,646170350,220864512
dp,invention_of_a_new_religion,raven,1000,1000,21620448,6369280
dpopt,invention_of_a_new_religion,raven,1000,1000,15418989,3309568
memo,invention_of_a_new_religion,raven,1000,1000,651603691,220864512
dp,invention_of_a_new_religion,raven,1000,1000,22080122,6369280
dpopt,invention_of_a_new_religion,raven,1000,1000,15716051,3309568
memo,invention_of_a_new_religion,raven,1000,1000,647214234,220864512
dp,invention_of_a_new_religion,raven,1000,1000,21885226,6369280
dpopt,invention_of_a_new_religion,raven,1000,1000,15634077,3309568
memo,invention_of_a_new_religion,raven,1000,1000,650975895,220844032
dp,invention_of_a_new_religion,raven,1000,1000,21692068,6369280
dpopt,invention_of_a_new_religion,raven,1000,1000,15670122,3309568
memo,invention_of_a_new_religion,raven,1000,1000,651133025,220864512
dp,invention_of_a_new_religion,raven,1000,1000,21885563,6369280
dpopt,invention_of_a_new_religion,raven,1000,1000,15734266,3309568
memo,invention_of_a_new_religion,raven,1000,1000,647266495,220893184
dp,invention_of_a_new_religion,raven,1000,1000,21886890,6369280
dpopt,invention_of_a_new_religion,raven,1000,1000,15496486,3309568
memo,invention_of_a_new_religion,raven,1000,1000,644378105,220864512
dp,invention_of_a_new_religion,raven,1000,1000,22358802,6369280
dpopt,invention_of_a_new_religion,raven,1000,1000,16158076,3309568
memo,invention_of_a_new_religion,raven,1000,1000,648127204,220864512
dp,invention_of_a_new_religion,raven,1000,1000,21812539,6369280
dpopt,invention_of_a_new_religion,raven,1000,1000,15822403,3309568
memo,invention_of_a_new_religion,raven,1000,1000,646501896,220889088
dp,invention_of_a_new_religion,raven,1000,1000,21721500,6369280
dpopt,invention_of_a_new_religion,raven,1000,1000,14988041,3309568
memo,invention_of_a_new_religion,raven,1000,1000,645263270,220852224
dp,invention_of_a_new_religion,raven,1000,1000,22196883,6373376
dpopt,invention_of_a_new_religion,raven,1000,1000,15872373,3313664
memo,invention_of_a_new_religion,raven,1000,1000,654633336,220864512
dp,invention_of_a_new_religion,raven,1000,1000,26026765,6504448
dpopt,invention_of_a_new_religion,raven,1000,1000,15214941,3313664
memo,invention_of_a_new_religion,raven,1000,1000,648865012,220901376
dp,invention_of_a_new_religion,raven,1000,1000,22097386,6373376
dpopt,invention_of_a_new_religion,raven,1000,1000,15104333,3313664
